csv_no,place_id,naver_name,naver_address,derma_specialist_count,operating_hours_json,lunch_break,last_order,closed_days_json,amenities_json,parking_available,parking_detail,description,nearest_subway_json,road_guide,homepage_url,booking_url,talktalk_url,instagram_url,blog_url,youtube_url,kakao_url,other_links_json,photo_count,home_url,information_url,photo_page_url,crawl_status,crawl_started_at,crawl_completed_at,error_messages_json
2868,1272422504,나인피부과의원 강남,"서울특별시 서초구 강남대로 463 리젠메디컬타워 10층, 12층",2,"{""월"": ""10:30~20:00"", ""화"": ""10:30~20:00"", ""수"": ""10:30~20:00"", ""목"": ""10:30~20:00"", ""금"": ""10:30~20:00"", ""토"": ""10:00~17:00""}","{""월"": ""13:30~14:30"", ""화"": ""13:30~14:30"", ""수"": ""13:30~14:30"", ""목"": ""13:30~14:30"", ""금"": ""13:30~14:30"", ""토"": ""13:00~14:00""}",,"[""일 (정기휴무 (매주 일요일))""]","[""예약"", ""주차"", ""무선 인터넷"", ""발렛파킹"", ""남/녀 화장실 구분""]",1,주차 주차가능 발렛가능,"[시술 항목]

젠틀맥스프로플러스
울쎄라프라임
써마지리프팅
온다리프팅
슈링크유니버스
인모드리프팅
리프테라
올리지오
리팟레이저
루비레이저
포토나레이저
레블라이트SI
코스젯토닝
VRM
피코슈어토닝
엑셀브이 제네시스
울트라펄스 앙코르레이저
테라클리어
포텐자레이저
레가또
아그네스레이저
리쥬란힐러
미희주사(눈밑꺼짐 특화 콜라겐주사)
엘라비에 리투오
콜라스터
쥬베룩/쥬베룩볼륨
연어/물광주사
벨로테로/벨로테로 리바이브
아띠에르
쥬비덤
뉴라미스
레스틸렌
스킨바이브
주름보톡스
사각턱보톡스
침샘보톡스
승모근/종아리 보톡스
다한증보톡스
스킨보톡스
필러-입술/팔자/이마/눈밑/애교/턱끝/앞볼/옆볼/관자
엑소좀
리즈네
화이트메조
레디어스
점제거
쥐젖/편평사마귀/비립종
라라필/호박필/블랙필
아쿠아필
LDM
아포지엘리트플러스
비타민관리/크라이오관리
백옥주사/신데렐라주사
여드름관리/압출/염증주사
민트실/원더트리플
브이올렛
기미주사
브이밴딩주사
마크뷰

※ 권혁만 대표원장님 수요일 전체 휴진 ※
**접수는 12층에서 우선 진행됩니다**

1. 모든 시술 정품/정량 사용
2. 피부과전문의 1:1 맞춤 디자인
3. 개인별 맞춤 1회용 캐뉼라와 니들 사용
4. 다양한 프리미엄 레이저 장비 보유
5. 마크뷰 피부진단기 활용 진단
6. 레이저제모 시술 대기 및 시술 남/녀 철저분리","[{""name"": ""신논현역"", ""exit"": ""7"", ""walk_time_min"": 1, ""distance_m"": 44, ""lines"": [""신분당선"", ""9호선""]}]","9호선 신논현역 8번 출구 (도보 1분)
2호선 강남역 10번 출구 (도보 7분)
※ 주차는 해당 건물에 가능하시고 2시간 무료(2시간 초과시 개인부담 > 10분당 1,000원 / 발렛비 4,000원 별도결제)",http://www.9skin1.co.kr/,https://m.booking.naver.com/booking/13/bizes/747834,,https://www.instagram.com/nainskin_gangnam,https://blog.naver.com/rnjsgurak,https://www.youtube.com/channel/UCcxyprl47j6iH9XsxwR85vg,,,5,https://m.place.naver.com/hospital/1272422504/home,https://m.place.naver.com/hospital/1272422504/information,https://m.place.naver.com/hospital/1272422504/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:01:07.241400,2026-02-09T11:01:36.252027,[]
2869,31469722,지앤영피부과의원,서울특별시 서초구 강남대로 341 4층,1,"{""월"": ""10:00~19:00"", ""화"": ""10:00~20:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~20:00"", ""토"": ""10:00~15:00"", ""_note"": ""여름휴가기간""}",13:00~14:00,"{""월"": ""18:30"", ""화"": ""19:30"", ""목"": ""18:30"", ""금"": ""19:30"", ""토"": ""14:30""}","[""수 (정기휴무 (매주 수요일))"", ""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""주차"", ""남/녀 화장실 구분"", ""무선 인터넷"", ""장애인 편의시설""]",1,주차 주차가능,"여성 피부과 전문의가 직접 진료와 상담 치료를 담당합니다. 피부질환, 여드름 피지선 치료, 바디색소 화이트닝 , 모공흉터 치료, 리프팅, 필러와 보톡스, 안면 홍조 등 다양한 피부 문제를 꼼꼼하고 정성껏 치료합니다.

지앤영피부과는 정직함을 바탕으로 피부 상태에 필요한 치료만을 진행합니다. 피부에 관한 고민이나 궁금증 언제든 편하게 문의해 주세요 :)","[{""name"": ""강남역"", ""exit"": ""5"", ""walk_time_min"": 4, ""distance_m"": 239, ""lines"": [""신분당선"", ""2호선""]}]",신분당선 강남역 5번 출구로 나오셔서 직진하시면 파파이스 건물 4층에 위치하고 있습니다. 건물 뒤편 지상 주차장에 주차 가능합니다,http://www.gnyoungskin.com,,,https://www.instagram.com/gnyoung_skin,https://blog.naver.com/gnyskin,,,,13,https://m.place.naver.com/hospital/31469722/home,https://m.place.naver.com/hospital/31469722/information,https://m.place.naver.com/hospital/31469722/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:01:40.754754,2026-02-09T11:02:08.903442,[]
2870,20601850,나의미래피부과의원,서울특별시 영등포구 국제금융로2길 7 3층,2,"{""화"": ""10:30~20:00"", ""수"": ""10:30~20:00"", ""목"": ""10:30~20:00"", ""금"": ""10:30~20:00"", ""토"": ""10:00~15:00"", ""_note"": ""진료접수마감시간 평일PM18:00/토요일PM13:00""}",13:30~14:30,"{""화"": ""18:00"", ""수"": ""18:00"", ""목"": ""18:00"", ""금"": ""18:00"", ""토"": ""13:00""}","[""일 (정기휴무 (매주 일요일))"", ""월(2/16) (설날 연휴 휴무)"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""주차""]",1,주차 주차가능 무료,"안녕하세요.
여의도피부과 나의미래피부과입니다.(구 오라클 피부과 여의도점)

프리미엄 나의미래피부과 여의도점은
피부의 가치를 높이는 시술 프리미엄,
실력 있는 병원의 합리적인 가격 프리미엄,
고객만족을 위한 감동 프리미엄 진료 서비스를 제공합니다.

나의미래피부과는 흑자(검버섯), 기미, 난치성 색소 치료 및 얼굴 윤곽과 피부의 구조에 따른 탄력 개선 시술의 전문성을 갖춘 병원으로 울쎄라, 써마지 등을 이용한 레이저 리프팅과 리팟레이저를 사용한 3차원 타겟팅 치료 시스템을 통해 깊은 색소까지 정밀하게 제거합니다.

또한 피부 타입과 색소 등급에 맞춘 맞춤형 치료로,
단순 표피상의 색소 제거뿐 아니라 근본적인 색소 제거를 목표로 합니다.

-기존 치료 후 색소가 더 진해졌다면?
-리팟레이저 시술을 받았는데 재발한다면?
-여러 병원을 전전해도 만족할 만한 결과가 없었다면?

당신이 찾고 있는 병원, 바로 여기입니다.

장비보다 더 중요한 것, 진단력과 노하우 리팟레이저는 단지 고가의 장비가 아니라, 어떻게 진단하고 어떤 방식으로 적용하느냐에 따라 결과가 완전히 달라지는 치료 도구입니다.

나의미래피부과는 단순히 흑자만 보지 않습니다.
겉으로 드러나지 않은 숨은 색소와 혈관 구조까지 고려하여 치료 계획을 수립합니다. 이런 세심한 진단과 전략이 진짜 피부를 바꾸는 치료를 만듭니다.

색소를 지운다는 말이 아니라, 내 피부를 정확히 진단하고 안전하게, 부작용 없이 되돌린다는 철학.

정확한 진단과 전략적 치료로 재발 없이 흑자를 깨끗하게,
나의미래피부과에서 신뢰를 경험하세요.

진료과목 : 피부미용 레이저치료, 피부질환치료, 흉터, 모공, 여드름, 무좀, 보톡스, 필러, 리프팅, 주름개선, 비만, 지방이식, 피부암, 피부외과, 백반증, 건선, 미용성형, 문신제거

진료시간 : 월~목 AM 10:30 - PM 08:00 / 금요일 AM 10:30 - PM 09:00 / 토요일 AM 10:00 - PM 03:30
진료접수 마감시간 - 평일 : 18:00PM / 토요일 15:00PM
토요일은 점심시간 없이 연속 진료합니다.
일요일과 공휴일은 휴진합니다.

※ 연세대 세브란스 병원 흉터성형레이저센터 외래교수 정진영 원장님 진료

피부과전문의 2인이 진료 하는 곳,
여의도피부과 나의미래피부과였습니다. 감사합니다.","[{""name"": ""여의도역"", ""exit"": ""3"", ""walk_time_min"": 6, ""distance_m"": 382, ""lines"": [""5호선"", ""9호선""]}]","※지상으로 오시는 경우 : [5호선] 여의도역 3번 출구로 나오셔서 S-Trenue 건물 방향으로 우회전 후, 현대백화점 방향으로 300m 직진하시면 한주빌딩 3층에 나의미래피부과 여의도점이 있습니다.

※지하로 오시는 경우 : 지하도 IFC몰 / 더현대 방향으로 오시다가,
3-4번 출구로 나오시면 됩니다.",http://mymirae.co.kr/,,http://talk.naver.com/w444rk?frm=mnmb,https://www.instagram.com/mymirae_official,https://blog.naver.com/my_mirae14,https://www.youtube.com/@my_mirae,,,13,https://m.place.naver.com/hospital/20601850/home,https://m.place.naver.com/hospital/20601850/information,https://m.place.naver.com/hospital/20601850/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-10T12:04:39.965961,2026-02-10T12:05:13.097219,[]
2871,1200486557,딜라이트피부과의원,서울특별시 서초구 강남대로 509 하늘안과빌딩 B동 4층,1,"{""월"": ""10:00~20:00"", ""화"": ""10:00~20:00"", ""수"": ""10:00~20:00"", ""목"": ""10:00~20:00"", ""금"": ""10:00~20:00"", ""토"": ""10:00~16:00""}",13:00~14:00,"{""월"": ""19:30"", ""화"": ""19:30"", ""수"": ""19:30"", ""목"": ""19:30"", ""금"": ""19:30"", ""토"": ""15:30""}","[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""무선 인터넷"", ""남/녀 화장실 구분"", ""주차"", ""발렛파킹""]",1,"주차 주차가능 무료 발렛가능 유료 3,000원","안녕하세요

윤상열 대표원장이 책임지는 딜라이트피부과의원입니다.

피부과 전문의의 1:1 맞춤 상담을 통해
가장 적합하고 안전한 시술, 만족과 행복을 드리기 위해 매일 한결같이 연구하고 노력합니다.
개인에 최적화된 시술로 당신의 피부에 기쁨을 선사해 드리며, 원하시는 피부 고민 해결을 위해 최선을 다하겠습니다
감사합니다.","[{""name"": ""논현역"", ""exit"": ""4"", ""walk_time_min"": 3, ""distance_m"": 215, ""lines"": [""7호선"", ""신분당선""]}]","※ 찾아오시는 길
- 서울특별시 서초구 강남대로 509(반포동 723-23) B동 4층 딜라이트피부과의원
- 건물 뒤편 주차 가능 ( 발렛비용 3,000원 별도)
- 7호선, 신분당선 논현역 4번 출구 도보 4분
- 9호선, 신분당선 신논현역 2번 출구 도보 5분",https://delight-skin.com/,https://m.booking.naver.com/booking/13/bizes/1253607,,https://www.instagram.com/delight_gangnam/,https://blog.naver.com/dermadoc1017,https://youtube.com/channel/UCgnp5jcAAMLhm1bajW4Lh6w?si=QH2SJ4vIU4ZREuZX,,"[""https://cafe.naver.com/wnnwnn""]",12,https://m.place.naver.com/hospital/1200486557/home,https://m.place.naver.com/hospital/1200486557/information,https://m.place.naver.com/hospital/1200486557/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:02:12.403754,2026-02-09T11:02:43.084372,[]
2872,,연세미타임피부과의원,서울특별시 강남구 강남대로 378 준빌딩 5층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2873,,노바에스피부과의원,서울특별시 강남구 강남대로 402,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2874,,리츠피부과의원,서울특별시 강남구 강남대로 402 시계탑빌딩 6층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2875,,유레카피부과의원,서울특별시 강남구 테헤란로 101 이즈타워 8층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2876,,강남우태하피부과의원,서울특별시 강남구 강남대로 370 강남클리닉빌딩 5층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2877,,미파문피부과의원,서울특별시 강남구 강남대로 468 충림빌딩 5층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2878,,아름다운나라피부과의원,서울특별시 강남구 강남대로 390 미진프라자 12층,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2879,11659109,라인피부과의원,서울특별시 서초구 강남대로 543 국전빌딩 5층,2,"{""월"": ""10:00~19:00"", ""화"": ""10:00~19:00"", ""수"": ""10:00~19:00"", ""목"": ""10:00~19:00"", ""금"": ""10:00~19:00"", ""토"": ""10:00~17:00""}",13:00~14:00,"{""월"": ""17:30"", ""화"": ""17:30"", ""수"": ""17:30"", ""목"": ""17:30"", ""금"": ""17:30"", ""토"": ""15:30""}","[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""남/녀 화장실 구분"", ""무선 인터넷"", ""주차""]",1,주차 주차가능 무료,"피부관리, 에스테틱, 모발이식, 쁘띠시술, 레이저클리닉은물론 반영구화장(눈썹문신 남자눈썹 아이라인문신 헤어라인 입술문신 smp)을 하고 있습니다.
피부과전문의 원장님의 전문적인 피부치료 피부관리 쁘띠시술 모발이식등의 진료를 제공하며 초신레이저를 이용한 전문의료서비스를 제공하며
더불어 반영구화장 서비스를 제공하여 자연스러운 눈썹문신,선명한 눈매를 표현하는 아이라인문신 그리고 헤어라인과 입술문신 시술에 대하여
오랜 기간동안 반영구화장 경력과 실력을 가진 실무 담당자들이 최신 반영구화장 기법과 철저한 1회용 도구와 천연색소를 이용하여 가장 안전한 반영구화장을 제공하며 시술후 높은 만족도와 아름다움에 대한 새로운 해결책을 제시해드립니다.
지하철 7호선(신분당선) 논현역 5번출구 바로 앞에 있습니다

피부과 직통 - 02-549-0043
반영구화장 직통 - 02-514-0144","[{""name"": ""논현역"", ""exit"": ""5"", ""walk_time_min"": 1, ""distance_m"": 17, ""lines"": [""7호선"", ""신분당선""]}, {""name"": ""논현역"", ""exit"": ""5"", ""walk_time_min"": 1, ""distance_m"": 17, ""lines"": [""신분당선"", ""7호선""]}, {""name"": ""신사역"", ""exit"": ""4"", ""walk_time_min"": 11, ""distance_m"": 626, ""lines"": [""신분당선"", ""3호선""]}, {""name"": ""신사역"", ""exit"": ""4"", ""walk_time_min"": 11, ""distance_m"": 626, ""lines"": [""3호선"", ""신분당선""]}, {""name"": ""신논현역"", ""exit"": ""2"", ""walk_time_min"": 11, ""distance_m"": 679, ""lines"": [""9호선"", ""신분당선""]}, {""name"": ""신논현역"", ""exit"": ""2"", ""walk_time_min"": 11, ""distance_m"": 679, ""lines"": [""신분당선"", ""9호선""]}, {""name"": ""반포역"", ""exit"": ""1"", ""walk_time_min"": 14, ""distance_m"": 910, ""lines"": [""7호선""]}, {""name"": ""학동역"", ""exit"": ""6"", ""walk_time_min"": 16, ""distance_m"": 1000, ""lines"": [""7호선""]}]","7호선 / 신분당선 - 논현역 5번 출구 5미터 한약국건물(국전빌딩)
5층 피부과 /6층 반영구화장센터.

9호선 신논현역 2번출구 400미터 한약국 건물( 국전빌딩)",http://www.skinline.co.kr/,https://m.booking.naver.com/booking/13/bizes/370425,,https://www.instagram.com/lineartmakeup,https://blog.naver.com/maylin0145,,,,12,https://m.place.naver.com/hospital/11659109/home,https://m.place.naver.com/hospital/11659109/information,https://m.place.naver.com/hospital/11659109/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:02:48.608330,2026-02-09T11:03:14.225324,[]
2880,19533999,서아송피부과의원 양재점,서울특별시 서초구 강남대로39길 5 2층,1,"{""월"": ""10:30~16:00"", ""화"": ""10:30~16:00"", ""수"": ""14:00~16:00"", ""목"": ""10:30~16:00"", ""금"": ""10:30~16:00"", ""토"": ""10:00~12:00"", ""_note"": ""2,4주 토요일 진료 / 수요일 야간진료 전화문의""}",12:00~14:00,,"[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)"", ""대체공휴일(삼일절) (03/02~None)""]","[""무선 인터넷"", ""주차""]",1,주차 주차가능,"전화로는 접수 예약 받지않습니다

수요일 야간진료 전화문의 부탁드립니다","[{""name"": ""양재역"", ""exit"": ""2"", ""walk_time_min"": 3, ""distance_m"": 187, ""lines"": [""3호선"", ""신분당선""]}]","3호선,신분당 양재역 2번 출구에서 100m 두산위브 2층.
주차 1시간 무료 가능",,,,,,,,,2,https://m.place.naver.com/hospital/19533999/home,https://m.place.naver.com/hospital/19533999/information,https://m.place.naver.com/hospital/19533999/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:03:19.912259,2026-02-09T11:03:46.848943,[]
2881,,김덕현피부과의원,서울특별시 강남구 강남대로 532 신성빌딩,,,,,,,,,,,,,,,,,,,,0,,,,pending,,,[]
2882,13323823,임이석테마피부과의원 신사,서울특별시 서초구 나루터로 78 임이석테마피부과 빌딩,6,"{""월"": ""09:30~19:00"", ""화"": ""09:30~20:00"", ""수"": ""09:30~19:00"", ""목"": ""09:30~19:00"", ""금"": ""09:30~20:00"", ""토"": ""09:00~15:00""}",13:00~14:00,"{""월"": ""18:00"", ""화"": ""19:00"", ""수"": ""18:00"", ""목"": ""18:00"", ""금"": ""19:00"", ""토"": ""14:00""}","[""일 (정기휴무 (매주 일요일))"", ""설날 연휴 (02/16~02/18)"", ""삼일절 (03/01~None)""]","[""예약"", ""남/녀 화장실 구분"", ""무선 인터넷"", ""대기공간"", ""주차"", ""발렛파킹""]",1,주차 주차가능 무료 발렛가능 무료,"임이석테마피부과는 지난 30년간 수많은 환자와 함께하며, 단순한 피부 치료를 넘어 삶의 질을 높이는 맞춤형 치유를 실천해왔습니다.
앞으로도 우리는 피부 근본의 건강과 아름다움을 회복시키는 전문의료 중심의 피부과 병원으로서, 환자분들의 일상에 쉼과 자신감, 즐거움을 더하는 진정한 동반자가 되겠습니다.

** 최첨단 피부 레이저 클리닉

국내 최고 수준의 70여 종 최신 레이저 장비를 갖춘 클리닉에서, 여드름, 기미, 홍조, 모공, 탄력, 주름 등 다양한 피부 고민을 과학적 진단과 함께 맞춤 치료합니다. 정밀한 레이저 기술로 피부 본연의 건강과 빛을 되찾아 드립니다.

**안티에이징 & 리프팅 전문 시술

보톡스 리프팅, 멀티 리프팅, 실리프팅 등 얼굴 윤곽을 자연스럽고 조화롭게 정돈하는 시술로, 셀럽들도 신뢰하는 대표 프로그램입니다.
티타늄, 튠페이스, 울쎄라, 올타이트, 티타늄, 온다, 레드터치, 써마지 등 프리미엄 장비를 활용하여 맞춤형 리프팅 효과를 극대화합니다.
부위별 정밀 시술이 가능한 녹는 실리프팅으로 자연스러운 볼륨과 탄력을 동시에 구현합니다.

** 탈모 클리닉 & 모발이식 센터

비수술적 치료부터 정밀 모발이식까지, 두피 상태와 탈모 유형에 따른 맞춤형 솔루션을 제공합니다.
헤어라인 교정, 탈모 진행 억제, 두피 건강 관리까지 체계적인 토탈 케어가 가능합니다.

** 프리미엄 에스테틱 & 웨딩케어

피부과 전문의가 직접 설계한 안전하고 효과적인 에스테틱 프로그램으로, 결혼/임신/특별한 날을 위한 완벽한 피부 준비를 지원합니다.
피부 본연의 빛과 탄력을 살리는 맞춤형 VIP 케어로 최고의 만족을 제공합니다.

**층별 진료 안내

- B1층 : 항노화센터
- 1층 : 탈모 클리닉 & 모발이식센터
- 2~3층 : 피부질환/레이저 진료
- 5층 : VIP 전용 공간

우리는 피부의 건강을 넘어, 삶의 질과 아름다움까지 완성합니다.
30년 경험과 최첨단 기술로, 여러분에게 가장 안전하고 확실한 프리미엄 피부 케어 경험을 약속드립니다.","[{""name"": ""신사역"", ""exit"": ""4"", ""walk_time_min"": 2, ""distance_m"": 127, ""lines"": [""신분당선"", ""3호선""]}]","** 도보 이용 시

서울 3호선 및 신분당선 신사역 4번 출구에서 나와 단 2분 거리.
편리하고 빠르게 방문하실 수 있습니다.

** 자가용 이용 시

내비게이션에 서울 서초구 나루터로 78, 임이석테마피부과를 검색해주세요. 전용 주차 공간과 건물 내 발렛파킹으로 편안하게 방문하실 수 있습니다.",https://www.beautyskin.kr,https://m.booking.naver.com/booking/13/bizes/1040098,http://talk.naver.com/wcslmyq?frm=mnmb,http://instagram.com/lim_theme_official/,https://blog.naver.com/eslimstar,,,"[""https://www.facebook.com/profile.php?id=61564076405094""]",29,https://m.place.naver.com/hospital/13323823/home,https://m.place.naver.com/hospital/13323823/information,https://m.place.naver.com/hospital/13323823/photo?filterType=%EC%97%85%EC%B2%B4,success,2026-02-09T11:03:52.484439,2026-02-09T11:04:20.096552,[]
