NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,출처,naver_name,naver_address,naver_website,naver_category,naver_mapx,naver_mapy,naver_matched,match_reason
277,아비쥬의원,의원,070-4333-8276,7332,"서울특별시 영등포구 국제금융로8길 27-8, 엔에이치농협캐피탈빌딩 지하1층 (여의도동)",,미표시_의원,아비쥬의원 여의도,서울특별시 영등포구 국제금융로8길 27-8 NH농협캐피탈빌딩 B1층,https://blog.naver.com/abijou_yeouido,"병원,의원>피부과",1269284169.0,375194608.0,True,address_full
282,큐티스의원,의원,02-6405-1110,4378,"서울특별시 용산구 한강대로 95, B1층 157-1호 (한강로2가, 래미안용산 더 센트럴)",,미표시_의원,큐티스의원,서울특별시 용산구 한강대로 95 래미안더센트럴 상가B동 지하1층 157-1호,http://qtis.co.kr,"병원,의원>피부과",1269669330.0,375287984.0,True,address_full
290,노벨의원,의원,02-841-7582,7349,"서울특별시 영등포구 도신로60길 2, 7층 (신길동, 미주메디컬빌딩)",,미표시_의원,노벨의원,서울특별시 영등포구 도신로60길 2 7층,http://novelclinic1.com/,"병원,의원>피부과",1269168286.0,375117863.0,True,address_full
292,아이파크몰의원,의원,02-2012-2510,4377,"서울특별시 용산구 한강대로23길 55, (한강로3가, 용산민자역사)",,미표시_의원,아이파크몰의원,서울특별시 용산구 한강대로23길 55 용산민자역사 아이파크몰 리빙파크 6층,http://www.iparkmallclinic.com/,"병원,의원>피부과",1269641974.0,375286990.0,True,address_full
295,더결의원,의원,02-6949-1660,6522,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 1동 305~308층 (잠원동)",,미표시_의원,더결의원,서울특별시 서초구 잠원로4길 50 메이플자이플라자 동관 3층 (305~308호),https://pf.kakao.com/_xaMeWn,"병원,의원>피부과",1270117711.0,375127408.0,True,address_full
297,뷰티라운지의원,의원,02-2135-7884,4376,"서울특별시 용산구 한강대로 109, 용성비즈텔 지하1층 (한강로2가)",,미표시_의원,뷰티라운지의원 용산점,서울특별시 용산구 한강대로 109 지하1층 뷰티라운지의원,http://yongsan.beautyloungeclinic.com,"병원,의원>피부과",1269682514.0,375300352.0,True,address_full
303,밴스의원,의원,,4376,"서울특별시 용산구 새창로 217, 용산토투밸리 15층 1501호 (한강로2가)",,미표시_의원,밴스의원 용산역,서울특별시 용산구 새창로 217 토투밸리빌딩 15층,https://blog.naver.com/vandsys,"병원,의원>피부과",1269677944.0,375302251.0,True,address_full
304,블리비의원,의원,02-1833-8677,4376,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 227~241, 252~280호 (한강로2가)",,미표시_의원,블리비의원 용산점,서울특별시 용산구 새창로 217 2층 227~241호 252~280호,https://www.velyb.kr,"병원,의원>피부과",1269677643.0,375301354.0,True,address_full
307,리엔뉴의원,의원,02-785-0095,7331,"서울특별시 영등포구 의사당대로 127, 211호~214호 (여의도동)",http://www.rennew.co.kr,미표시_의원,리엔뉴의원,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 2층,http://www.rennew.co.kr,"병원,의원>피부과",1269264116.0,375201766.0,True,address_full
308,블리비의원,의원,1644-8341,8768,"서울특별시 관악구 시흥대로 552, 8층 (신림동)",ㅇ,미표시_의원,블리비의원 구로점,서울특별시 관악구 시흥대로 552 석천빌딩 8층,http://www.velyb.kr/,"병원,의원>피부과",1269014464.0,374821267.0,True,address_full
309,여의도유앤아이의원,의원,02-6951-5582,7331,"서울특별시 영등포구 국제금융로6길 33, 6층 (여의도동)",,미표시_의원,유앤아이의원 여의도점,서울특별시 영등포구 국제금융로6길 33 6층,https://www.yuduni114.co.kr/,"병원,의원>피부과",1269269566.0,375207575.0,True,address_full
310,아비쥬의원,의원,02-1544-0377,8391,"서울특별시 구로구 시흥대로 561, 동해빌딩 6,7층 (구로동)",,미표시_의원,아비쥬의원 구로,"서울특별시 구로구 시흥대로 561 동해빌딩 6, 7층",http://www.abijouclinicgr.com,"병원,의원>피부과",1269012820.0,374832006.0,True,address_full
311,밴스의원,의원,02-6956-0097,8391,"서울특별시 구로구 디지털로32나길 38, 서림빌딩 6층 (구로동)",,미표시_의원,밴스의원 구로,서울특별시 구로구 디지털로32나길 38 서림빌딩 6층,https://guro.vandsclinic.co.kr/,"병원,의원>피부과",1269012185.0,374845467.0,True,address_full
313,서울스타의원,의원,02-2254-2101,7387,"서울특별시 영등포구 가마산로69가길 12, 2층 202호 (신길동)",,미표시_의원,서울스타의원,서울특별시 영등포구 가마산로69가길 12 202호,http://seoulstarclinic.com/,"병원,의원>피부과",1269096179.0,375061356.0,True,address_full
315,위드셀의원,의원,1544-9309,6616,"서울특별시 서초구 서초대로 397, 부띠크 모나코 3층 302호 (서초동)",,미표시_의원,위드셀의원,서울특별시 서초구 서초대로 397 3층 302호,https://blog.naver.com/withcell,"병원,의원>피부과",1270246868.0,374973809.0,True,address_full
320,여의도상한가의원,의원,02-6277-2700,7328,"서울특별시 영등포구 국제금융로6길 26, 한국노총 3층 (여의도동)",,미표시_의원,여의도상한가의원,서울특별시 영등포구 국제금융로6길 26 3층,https://youtube.com/channel/UChr9dWsRyh-4ShWooPel2Ww?si=45jqjfgqrWlF16b0,"병원,의원>피부과",1269269298.0,375219345.0,True,address_full
326,셀린의원,의원,02-532-2550,6616,"서울특별시 서초구 서초대로73길 9, 타임빌딩 3층 401호 (서초동)",https://www.cellinclinic9.com,미표시_의원,셀린의원 강남역점,서울특별시 서초구 서초대로73길 9 타임빌딩 3층 셀린의원,http://pf.kakao.com/_sEsxnn,"병원,의원>피부과",1270252316.0,374983148.0,True,address_full
332,유스의원,의원,070-4151-2756,7322,"서울특별시 영등포구 의사당대로 108, 아일렉스 4층 407, 408호 (여의도동)",,미표시_의원,유스의원,"서울특별시 영등포구 의사당대로 108 아일렉스 4층 407호, 408호",https://cafe.naver.com/cpwm,"병원,의원>피부과",1269238388.0,375210051.0,True,address_full
335,스키니크의원,의원,02-599-5966,6611,"서울특별시 서초구 강남대로69길 10, 4층 (서초동)",,미표시_의원,스키니크의원 강남역점,서울특별시 서초구 강남대로69길 10 서호빌딩 4층 스키니크의원,https://youtube.com/@remakasePark,"병원,의원>피부과",1270242570.0,375017694.0,True,address_full
336,오르타의원,의원,,6611,"서울특별시 서초구 강남대로69길 10, 3층 (서초동)",https://www.ortaclinic.com/ko,미표시_의원,오르타의원,서울특별시 서초구 강남대로69길 10 서호빌딩 3층,https://www.ortaclinic.com/ko,"병원,의원>피부과",1270242598.0,375017577.0,True,address_full
339,에르네의원,의원,02-1899-7599,6611,"서울특별시 서초구 서초대로77길 59, 강남역 2차 I'PARK 지하1층, 3층 (서초동)",http://www.raffineclinic.com,미표시_의원,에르네의원,"서울특별시 서초구 서초대로77길 59 B1, 3F",http://www.herneclinic.com,"병원,의원>피부과",1270241484.0,375022751.0,True,address_full
344,더바디쉼의원,의원,02-3472-5551,6626,"서울특별시 서초구 서초대로74길 45, ENDEAVOR TOWER 11층 (서초동)",,미표시_의원,더바디쉼의원,서울특별시 서초구 서초대로74길 45 ENDEAVOR TOWER 11층,https://blog.naver.com/uttpji9819,"병원,의원>피부과",1270281233.0,374936759.0,True,address_full
345,강남엔비의원,의원,02-1661-5541,6614,"서울특별시 서초구 서초대로77길 17, BLOCK77 8층 801호 (서초동)",,미표시_의원,강남엔비의원,서울특별시 서초구 서초대로77길 17 801호,http://www.envyclinic.co.kr,"병원,의원>피부과",1270257524.0,374995536.0,True,address_full
346,더나의원,의원,02-3478-8970,6614,"서울특별시 서초구 서초대로77길 17, BLOCK77 B201호, B202호 (서초동)",,미표시_의원,더나의원,"서울특별시 서초구 서초대로77길 17 제 B201호, 제 B202호",https://dernaclinic.com,"병원,의원>피부과",1270257524.0,374995536.0,True,address_full
349,더빛나의원,의원,02-6952-5673,6615,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 802호 (서초동)",,미표시_의원,더빛나의원,서울특별시 서초구 서초대로77길 9 8층 802호,https://www.instagram.com/thebitna01,"병원,의원>피부과",1270262330.0,374985983.0,True,address_full
350,미의원,의원,02-532-5541,6615,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 12층 (서초동)",,미표시_의원,미의원 강남본점,서울특별시 서초구 서초대로77길 9 강남 누드죤빌딩 12층,https://mecl2.com/,"병원,의원>피부과",1270262330.0,374985983.0,True,address_full
351,벨뷰의원,의원,02-533-1200,6615,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 601, 602호 (서초동)",,미표시_의원,벨뷰의원,"서울특별시 서초구 서초대로77길 9 강남누드죤빌딩 601, 602호",http://bellebeau.co.kr/,"병원,의원>피부과",1270262330.0,374985983.0,True,address_full
352,아비쥬의원,의원,1544-0377,6615,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 302호,11,13층 (서초동)",http://www.wynnps.com/,미표시_의원,아비쥬의원 강남역본관,"서울특별시 서초구 서초대로77길 9 3, 11, 13층",http://www.abijouclinickn.com,"병원,의원>피부과",1270262330.0,374985983.0,True,address_full
354,케이셀의원,의원,,6615,"서울특별시 서초구 서초대로77길 3, 아라타워 201,202,203,204,209,213,214호 (서초동)",,미표시_의원,케이셀의원,서울특별시 서초구 서초대로77길 3 아라타워 2층,http://kcellclinic.co.kr/,"병원,의원>피부과",1270264971.0,374980499.0,True,address_full
357,쁨글로벌의원,의원,,6611,"서울특별시 서초구 서초대로77길 55, 에이프로 스퀘어 2층 (서초동)",,미표시_의원,쁨글로벌의원,서울특별시 서초구 서초대로77길 55 201호~215호,https://global.ppeum.com/?lan=global_eng,"병원,의원>피부과",1270244659.0,375021008.0,True,address_full
358,세예의원,의원,,6611,"서울특별시 서초구 서초대로77길 55, 에이프로 스퀘어 10층 (서초동)",,미표시_의원,세예의원,서울특별시 서초구 서초대로77길 55 에이프로스퀘어 10층,https://seyeclinic.com/ko,"병원,의원>피부과",1270244659.0,375021008.0,True,address_full
360,강남비비의원,의원,,6615,"서울특별시 서초구 서초대로77길 5, 4층 (서초동)",,미표시_의원,강남비비의원,서울특별시 서초구 서초대로77길 5 4층,https://viiviiclinic.com,"병원,의원>피부과",1270264037.0,374983376.0,True,address_full
363,디아르의원,의원,02-532-8828,6611,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 10층 (서초동)",https://www.diarclinic.com,미표시_의원,디아르의원,서울특별시 서초구 강남대로69길 8 케이아이타워 10층,https://www.diarclinic.com,"병원,의원>피부과",1270246411.0,375018539.0,True,address_full
364,리베리의원,의원,02-2039-2822,6611,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 지하1층, 지하2층 (서초동)",,미표시_의원,리베리의원 강남점,"서울특별시 서초구 강남대로69길 8 케이아이타워 지하1, 2층",https://gn.reberryclinic.com,"병원,의원>피부과",1270246410.0,375018539.0,True,address_full
365,스노우글로벌의원,의원,02-594-2114,6611,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 5층 (서초동)",,미표시_의원,스노우글로벌의원,서울특별시 서초구 강남대로69길 8 5층,https://gangnam-snow.co.kr,"병원,의원>피부과",1270246410.0,375018539.0,True,address_full
366,팅의원,의원,02-2038-2957,6611,"서울특별시 서초구 강남대로69길 8, 케이아이타워(KI타워) 6층 (서초동)",,미표시_의원,팅의원,서울특별시 서초구 강남대로69길 8 케이아이타워 6층,https://pf.kakao.com/_DFxcxoxj,"병원,의원>피부과",1270246411.0,375018539.0,True,address_full
367,메이슨의원,의원,02-534-3900,6612,"서울특별시 서초구 서초대로77길 39, MK빌딩 3층 (서초동)",,미표시_의원,메이슨의원,서울특별시 서초구 서초대로77길 39 MK빌딩 3층,https://masonclinic.kr/,"병원,의원>피부과",1270250028.0,375011114.0,True,address_full
369,엘리야의원,의원,,6621,"서울특별시 서초구 서초대로78길 26, 강남선인빌딩 4층 (서초동)",,미표시_의원,엘리야의원,서울특별시 서초구 서초대로78길 26 4층,https://www.instagram.com/elliyaclinic,"병원,의원>피부과",1270277290.0,374953668.0,True,address_full
370,플래뉴의원,의원,02-525-5575,6621,"서울특별시 서초구 서초대로78길 22, 홍우제2빌딩 4층 (서초동)",,미표시_의원,플래뉴의원,서울특별시 서초구 서초대로78길 22 4층,https://www.planewclinic.com,"병원,의원>피부과",1270275715.0,374958166.0,True,address_full
372,유의원,의원,02-522-0116,6621,"서울특별시 서초구 서초대로78길 26, 3층 (서초동)",,미표시_의원,유의원,서울특별시 서초구 서초대로78길 26 3층,https://blog.naver.com/youclinic,"병원,의원>피부과",1270278792.0,374953978.0,True,address_full
373,맥스웰의원,의원,02-6930-5838,7327,"서울특별시 영등포구 여의나루로 61, 4층 (여의도동)",,미표시_의원,맥스웰의원 여의도점,서울특별시 영등포구 여의나루로 61 코켐빌딩 4층,https://yeouido.maxwellhair.com/,"병원,의원>피부과",1269260267.0,375232259.0,True,address_full
377,타임리턴의원,의원,02-6956-1661,7327,"서울특별시 영등포구 여의나루로 71, 동화빌딩 101, 별관 305호 (여의도동)",,미표시_의원,타임리턴의원,서울특별시 영등포구 여의나루로 71 1층 101호 일부(여의도동),http://timereturnclinic.com,"병원,의원>피부과",1269269718.0,375237320.0,True,address_full
380,강남역데이원의원,의원,02-594-5001,6614,"서울특별시 서초구 강남대로 423, 한승빌딩 4층 402호 (서초동)",,미표시_의원,강남역데이원의원,서울특별시 서초구 강남대로 423 한승빌딩 4층,https://www.youtube.com/@DayoneClinicDrChan,"병원,의원>피부과",1270259799.0,375002778.0,True,address_full
